family_id,family_name,construct_number,construct_name,feature_id,status,selectable_in_gui,executor_group,required_boundary_source,required_additional_manifest,task_recommendation,evidence,unit,range,analysis_unit,algorithm,parameter_set_id,reason_if_not_implemented_or_unresolved,id_provenance,identity_basis,not_implemented_reason_class
F12,Spectral and cepstral descriptors,65,Mel-frequency cepstral coefficients (MFCC),mfcc07_sd,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,cepstral coefficient,—,Frames,family12-spectral-1.0.0,family12_mfcc_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,65,Mel-frequency cepstral coefficients (MFCC),mfcc08_mean,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,cepstral coefficient,—,Frames,family12-spectral-1.0.0,family12_mfcc_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,65,Mel-frequency cepstral coefficients (MFCC),mfcc08_sd,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,cepstral coefficient,—,Frames,family12-spectral-1.0.0,family12_mfcc_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,65,Mel-frequency cepstral coefficients (MFCC),mfcc09_mean,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,cepstral coefficient,—,Frames,family12-spectral-1.0.0,family12_mfcc_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,65,Mel-frequency cepstral coefficients (MFCC),mfcc09_sd,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,cepstral coefficient,—,Frames,family12-spectral-1.0.0,family12_mfcc_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,65,Mel-frequency cepstral coefficients (MFCC),mfcc10_mean,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,cepstral coefficient,—,Frames,family12-spectral-1.0.0,family12_mfcc_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,65,Mel-frequency cepstral coefficients (MFCC),mfcc10_sd,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,cepstral coefficient,—,Frames,family12-spectral-1.0.0,family12_mfcc_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,65,Mel-frequency cepstral coefficients (MFCC),mfcc11_mean,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,cepstral coefficient,—,Frames,family12-spectral-1.0.0,family12_mfcc_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,65,Mel-frequency cepstral coefficients (MFCC),mfcc11_sd,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,cepstral coefficient,—,Frames,family12-spectral-1.0.0,family12_mfcc_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,65,Mel-frequency cepstral coefficients (MFCC),mfcc12_mean,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,cepstral coefficient,—,Frames,family12-spectral-1.0.0,family12_mfcc_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,65,Mel-frequency cepstral coefficients (MFCC),mfcc12_sd,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,cepstral coefficient,—,Frames,family12-spectral-1.0.0,family12_mfcc_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,65,Mel-frequency cepstral coefficients (MFCC),mfcc13_mean,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,cepstral coefficient,—,Frames,family12-spectral-1.0.0,family12_mfcc_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,65,Mel-frequency cepstral coefficients (MFCC),mfcc13_sd,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,cepstral coefficient,—,Frames,family12-spectral-1.0.0,family12_mfcc_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F06,Segmental articulatory / phonetic contrasts,38,Fricative/affricate noise duration,noise_duration_<target>_s,UNRESOLVED_TEMPLATE,False,segmental,ACOUSTIC_SUBEVENT_ANNOTATION,SEGMENTAL_TARGET,,LIMITED,s,0–1.5,Speech · Segments,aligned fricative/affricate noise interval,—,Target and validated acoustic noise onset/offset definition not frozen.,PROJECT_TEMPLATE,DOCX FEATURE ID(S) template; no frozen concrete public ID,
F06,Segmental articulatory / phonetic contrasts,39,Noise energy rise time,noise_rise_time_<definition>_s,UNRESOLVED_TEMPLATE,False,segmental,ACOUSTIC_SUBEVENT_ANNOTATION,SEGMENTAL_TARGET,,LIMITED,s,0–0.5,Speech · Segments,noise envelope → rise time,—,Source rise endpoints/level criterion and concrete ID not disclosed.,PROJECT_TEMPLATE,DOCX FEATURE ID(S) template; no frozen concrete public ID,
F06,Segmental articulatory / phonetic contrasts,40,Normalized temporal contrast (long-short vowels),normalized_duration_contrast_<A>_<B>,UNRESOLVED_TEMPLATE,False,segmental,ACOUSTIC_SUBEVENT_ANNOTATION,SEGMENTAL_TARGET,,NOT ESTABLISHED,dimensionless,−2–+2,Speech · Segments,long vs short vowel durations → contrast,—,"A/B targets, task, pairing rule and concrete ID not frozen.",PROJECT_TEMPLATE,DOCX FEATURE ID(S) template; no frozen concrete public ID,
F07,Segment duration and temporal variability,47,"Vowel duration variability indices (deltaV, VarcoV, nPVI-V)",npvi_v_pct,IMPLEMENTED,True,timing,ALIGNMENT,NONE,recommended: Bamboo Passage,LIMITED,%,0–300%,Ordered aligned vowel pairs,family07-reviewed-duration-1.0.0,family07_alignment_tokens_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F12,Spectral and cepstral descriptors,68,"Spectral-band magnitude (1-4 kHz, openSMILE FFT)",opensmile_1_4khz_<functional>,UNRESOLVED_TEMPLATE,False,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: WSTG,NOT ESTABLISHED,source-specific,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,Named openSMILE functional/configuration and concrete ID not frozen.,PROJECT_TEMPLATE,DOCX FEATURE ID(S) template; no frozen concrete public ID,
F09,Pause and phrasing,53,Pause events (count),pause_count,IMPLEMENTED,True,timing,REVIEWED_SEGMENTATION,NONE,recommended: Bamboo Passage,MODERATE,count,≥0,Pause events,family09-pause-1.0.0,family09_bamboo_reviewed_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F09,Pause and phrasing,57,Pause-pattern marker (composite),pause_pattern_components,IMPLEMENTED,True,timing,REVIEWED_SEGMENTATION,NONE,recommended: Bamboo Passage,LIMITED,structured component vector,No universal bound,Whole recording,family09-pause-1.0.0,family09_bamboo_reviewed_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F09,Pause and phrasing,57,Pause-pattern marker (composite),pause_pattern_factor_if_frozen,NOT_IMPLEMENTED,False,timing,REVIEWED_SEGMENTATION,NONE,recommended: Bamboo Passage,LIMITED,standardized factor score,No universal bound,Whole recording,family09-pause-1.0.0,family09_bamboo_reviewed_v1,"Frozen source scaling, loadings and intercept were not supplied.",SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,FACTOR_TRANSFORM_NOT_FROZEN
F09,Pause and phrasing,54,Percent pause,percent_pause_ge300ms,IMPLEMENTED,True,timing,REVIEWED_SEGMENTATION,NONE,recommended: Bamboo Passage,MODERATE,%,0–100%,Whole utterance,family09-pause-1.0.0,family09_bamboo_reviewed_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F01,F0 and pitch variability,3,Phonatory frequency range (PFR),pfr_maxmin_st,IMPLEMENTED,True,voice,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,LIMITED,st,—,Voiced frames,family01-praat-ac-1.0.0,family01_f0_praat_ac_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F13,"Nonlinear complexity, rhythm and regularity composites",72,Pitch period entropy (PPE),ppe_source_replication_only,NOT_IMPLEMENTED,False,,OTHER,OTHER,source only: Sustained /a/,NOT ESTABLISHED,bits / dimensionless entropy,No universal bound or implementation-dependent.,Short-time frames or transform-specific analysis windows over the task region defined by the source algorithm.,F0 → semitone residual → whitening → entropy,—,"Whitening filter/coefficients, residual construction and histogram edges are not frozen.",SOURCE_DEFINED_ID,DOCX text-box FEATURE ID(S) exact ID,SOURCE_DEFINITION_INCOMPLETE
F13,"Nonlinear complexity, rhythm and regularity composites",74,Spectral entropy marker (WPD Shannon entropy),psd_spectral_entropy_<config>,UNRESOLVED_TEMPLATE,False,,OTHER,OTHER,source only: Task-specific; split PSD spectral entropy and WPD entropy into separate outputs,NOT ESTABLISHED,dimensionless; bits if unnormalized base-2 entropy,No universal bound or implementation-dependent.,Short-time frames or transform-specific analysis windows over the task region defined by the source algorithm.,wavelet packet / PSD entropy · split variants,—,"WPD wavelet, level, extension, node selection, energy normalization and log base; PSD estimator, frequency range, framing, normalization and aggregation.",PROJECT_TEMPLATE,DOCX text-box FEATURE ID(S) template; no frozen concrete public ID,
F02,"Voice quality, perturbation and noise",9,Pathological vibrato index (PVI),pvi_9_14hz_source,NOT_IMPLEMENTED,False,voice,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,source-specific,—,F0 contour,family02-praat-1.0.0,family02_stable_vowel_praat_v1,Source filter order and missing-F0 interpolation are not frozen.,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,SOURCE_DEFINITION_INCOMPLETE
F13,"Nonlinear complexity, rhythm and regularity composites",79,Speech regularity marker (composite),regularity_factor_if_frozen,NOT_IMPLEMENTED,False,,OTHER,OTHER,source only: Bamboo Passage / source-matched connected speech,LIMITED,standardized/factor score,No universal bound or implementation-dependent.,Short-time frames or transform-specific analysis windows over the task region defined by the source algorithm.,visibility graph + phase synchrony → composite,—,"Visibility graph construction/density convention, full PSI band/filter/coupling contract and factor scaling/loadings. Similar Family 11 infrastructure is not proven identical.",SOURCE_DEFINED_ID,DOCX text-box FEATURE ID(S) exact ID,FACTOR_TRANSFORM_NOT_FROZEN
F13,"Nonlinear complexity, rhythm and regularity composites",79,Speech regularity marker (composite),regularity_psi_components,NOT_IMPLEMENTED,False,,OTHER,OTHER,source only: Bamboo Passage / source-matched connected speech,LIMITED,standardized/factor score,No universal bound or implementation-dependent.,Short-time frames or transform-specific analysis windows over the task region defined by the source algorithm.,visibility graph + phase synchrony → composite,—,"Visibility graph construction/density convention, full PSI band/filter/coupling contract and factor scaling/loadings. Similar Family 11 infrastructure is not proven identical.",SOURCE_DEFINED_ID,DOCX text-box FEATURE ID(S) exact ID,SOURCE_DEFINITION_INCOMPLETE
F13,"Nonlinear complexity, rhythm and regularity composites",79,Speech regularity marker (composite),regularity_visibility_density,NOT_IMPLEMENTED,False,,OTHER,OTHER,source only: Bamboo Passage / source-matched connected speech,LIMITED,standardized/factor score,No universal bound or implementation-dependent.,Short-time frames or transform-specific analysis windows over the task region defined by the source algorithm.,visibility graph + phase synchrony → composite,—,"Visibility graph construction/density convention, full PSI band/filter/coupling contract and factor scaling/loadings. Similar Family 11 infrastructure is not proven identical.",SOURCE_DEFINED_ID,DOCX text-box FEATURE ID(S) exact ID,SOURCE_DEFINITION_INCOMPLETE
F02,"Voice quality, perturbation and noise",12,Harmonic-structure features (mean/SD/RelH of first 8 harmonics),relh_h1_h8,NOT_IMPLEMENTED,False,voice,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,LIMITED,source-specific,—,Cycles,family02-praat-1.0.0,family02_stable_vowel_praat_v1,Source harmonic scaling and window normalization are not reproducible.,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,SOURCE_DEFINITION_INCOMPLETE
F13,"Nonlinear complexity, rhythm and regularity composites",78,Rhythmic modulation marker (composite),rhythm_factor_if_frozen,NOT_IMPLEMENTED,False,,OTHER,OTHER,source only: Bamboo Passage / source-matched connected speech,LIMITED,dimensionless modulation depth / phase-synchrony / factor score,No universal bound or implementation-dependent.,Short-time frames or transform-specific analysis windows over the task region defined by the source algorithm.,critical-band envelopes → modulation composite,—,"Complete critical-band inventory, envelope/modulation-depth convention, PSI coupling, normalization, pause handling, aggregation and factor scaling/loadings.",SOURCE_DEFINED_ID,DOCX text-box FEATURE ID(S) exact ID,FACTOR_TRANSFORM_NOT_FROZEN
F13,"Nonlinear complexity, rhythm and regularity composites",78,Rhythmic modulation marker (composite),rhythm_moddepth_<band>,UNRESOLVED_TEMPLATE,False,,OTHER,OTHER,source only: Bamboo Passage / source-matched connected speech,LIMITED,dimensionless modulation depth / phase-synchrony / factor score,No universal bound or implementation-dependent.,Short-time frames or transform-specific analysis windows over the task region defined by the source algorithm.,critical-band envelopes → modulation composite,—,"Complete critical-band inventory, envelope/modulation-depth convention, PSI coupling, normalization, pause handling, aggregation and factor scaling/loadings.",PROJECT_TEMPLATE,DOCX text-box FEATURE ID(S) template; no frozen concrete public ID,
F13,"Nonlinear complexity, rhythm and regularity composites",78,Rhythmic modulation marker (composite),rhythm_psi_<coupling>,UNRESOLVED_TEMPLATE,False,,OTHER,OTHER,source only: Bamboo Passage / source-matched connected speech,LIMITED,dimensionless modulation depth / phase-synchrony / factor score,No universal bound or implementation-dependent.,Short-time frames or transform-specific analysis windows over the task region defined by the source algorithm.,critical-band envelopes → modulation composite,—,"Complete critical-band inventory, envelope/modulation-depth convention, PSI coupling, normalization, pause handling, aggregation and factor scaling/loadings.",PROJECT_TEMPLATE,DOCX text-box FEATURE ID(S) template; no frozen concrete public ID,
F13,"Nonlinear complexity, rhythm and regularity composites",76,Acoustic complexity marker (RQA determinism of MFCCs),rqa_det_mfcc<k>_<config>,UNRESOLVED_TEMPLATE,False,,OTHER,OTHER,source only: Bamboo Passage / source-matched connected speech,LIMITED,dimensionless proportion or %,No universal bound or implementation-dependent.,Short-time frames or transform-specific analysis windows over the task region defined by the source algorithm.,MFCC trajectory → RQA determinism,—,"Coefficient selection, normalization, embedding, delay, metric, recurrence rule, Theiler window, minimum diagonal length and aggregation. Suggested m=3/tau=5/eps=0.2 is only an engineering bridge.",PROJECT_TEMPLATE,DOCX text-box FEATURE ID(S) template; no frozen concrete public ID,
F13,"Nonlinear complexity, rhythm and regularity composites",73,Signal entropy,sample_entropy_<config>,UNRESOLVED_TEMPLATE,False,,OTHER,OTHER,source only: Task-specific; split Shannon entropy and sample entropy into separate outputs,NOT ESTABLISHED,dimensionless; bits if base-2 Shannon entropy is retained,No universal bound or implementation-dependent.,Short-time frames or transform-specific analysis windows over the task region defined by the source algorithm.,explicit entropy variant only,—,"Shannon representation, discretization/bins, log base and aggregation; sample-entropy m, r, tolerance scaling, distance metric, minimum length and aggregation.",PROJECT_TEMPLATE,DOCX text-box FEATURE ID(S) template; no frozen concrete public ID,
F04,Formant and vowel-space measures,25,Second formant ratio index (SFRI),sfri_iau,IMPLEMENTED,True,formants,ALIGNMENT,VOWEL_CATEGORY,recommended: Bamboo Passage,NOT ESTABLISHED,dimensionless,—,Recording,family04-parselmouth-burg-1.0.0,family04_burg_native_5500_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F13,"Nonlinear complexity, rhythm and regularity composites",73,Signal entropy,shannon_signal_entropy_<config>,UNRESOLVED_TEMPLATE,False,,OTHER,OTHER,source only: Task-specific; split Shannon entropy and sample entropy into separate outputs,NOT ESTABLISHED,dimensionless; bits if base-2 Shannon entropy is retained,No universal bound or implementation-dependent.,Short-time frames or transform-specific analysis windows over the task region defined by the source algorithm.,explicit entropy variant only,—,"Shannon representation, discretization/bins, log base and aggregation; sample-entropy m, r, tolerance scaling, distance metric, minimum length and aggregation.",PROJECT_TEMPLATE,DOCX text-box FEATURE ID(S) template; no frozen concrete public ID,
F02,"Voice quality, perturbation and noise",6,Shimmer,shimmer_apq11_pct,IMPLEMENTED,True,voice,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,MODERATE,%,—,Cycles,family02-praat-1.0.0,family02_stable_vowel_praat_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F02,"Voice quality, perturbation and noise",6,Shimmer,shimmer_apq3_pct,IMPLEMENTED,True,voice,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,MODERATE,%,—,Cycles,family02-praat-1.0.0,family02_stable_vowel_praat_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F02,"Voice quality, perturbation and noise",6,Shimmer,shimmer_apq5_pct,IMPLEMENTED,True,voice,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,MODERATE,%,—,Cycles,family02-praat-1.0.0,family02_stable_vowel_praat_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F02,"Voice quality, perturbation and noise",6,Shimmer,shimmer_dda_pct,IMPLEMENTED,True,voice,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,MODERATE,%,—,Cycles,family02-praat-1.0.0,family02_stable_vowel_praat_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F02,"Voice quality, perturbation and noise",6,Shimmer,shimmer_local_db,IMPLEMENTED,True,voice,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,MODERATE,dB,—,Cycles,family02-praat-1.0.0,family02_stable_vowel_praat_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F02,"Voice quality, perturbation and noise",6,Shimmer,shimmer_local_pct,IMPLEMENTED,True,voice,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,MODERATE,%,—,Cycles,family02-praat-1.0.0,family02_stable_vowel_praat_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F11,Intensity and amplitude,61,Sound power,sound_power_digital,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,"recommended: Sustained /a/, WSTG",NOT ESTABLISHED,digital-amplitude²/s,—,Defined waveform segment,family11-digital-amplitude-1.0.0,family11_amplitude_native_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F08,Speech and articulation rate,48,Speaking rate,speaking_rate_syll_s,IMPLEMENTED,True,timing,REVIEWED_SEGMENTATION,PROMPT_COUNT,recommended: Bamboo Passage,STRONG,syllables/s,0–10 syllables/s,Whole utterance/prompt,family08-rate-1.0.0,family08_bamboo_reviewed_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F08,Speech and articulation rate,48,Speaking rate,speaking_rate_words_min,IMPLEMENTED,True,timing,REVIEWED_SEGMENTATION,PROMPT_COUNT,recommended: Bamboo Passage,STRONG,words/min,≥0 words/min,Whole utterance/prompt,family08-rate-1.0.0,family08_bamboo_reviewed_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F12,Spectral and cepstral descriptors,70,"Spectral moments (M1-M4: mean, standard deviation, skewness, kurtosis)",spec_m1_hz,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: WSTG,LIMITED,Hz,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F12,Spectral and cepstral descriptors,70,"Spectral moments (M1-M4: mean, standard deviation, skewness, kurtosis)",spec_m2_hz,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: WSTG,LIMITED,Hz,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F12,Spectral and cepstral descriptors,70,"Spectral moments (M1-M4: mean, standard deviation, skewness, kurtosis)",spec_m3_skew,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: WSTG,LIMITED,dimensionless,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F12,Spectral and cepstral descriptors,70,"Spectral moments (M1-M4: mean, standard deviation, skewness, kurtosis)",spec_m4_kurtosis,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: WSTG,LIMITED,dimensionless,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F12,Spectral and cepstral descriptors,66,Spectral bandwidth,spectral_bandwidth_p2_mean_hz,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,"recommended: Sustained /a/, WSTG",NOT ESTABLISHED,Hz,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F12,Spectral and cepstral descriptors,66,Spectral bandwidth,spectral_bandwidth_p2_median_hz,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,"recommended: Sustained /a/, WSTG",NOT ESTABLISHED,Hz,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F12,Spectral and cepstral descriptors,71,"Spectral shape descriptors (centroid, spread, skewness, kurtosis, slope, flux, crest, flatness)",spectral_centroid_hz,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Bamboo Passage,LIMITED,Hz,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F12,Spectral and cepstral descriptors,67,Spectral contrast (peak-valley band energy contrast),spectral_contrast_band0_db,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,dB,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,67,Spectral contrast (peak-valley band energy contrast),spectral_contrast_band1_db,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,dB,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,67,Spectral contrast (peak-valley band energy contrast),spectral_contrast_band2_db,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,dB,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,67,Spectral contrast (peak-valley band energy contrast),spectral_contrast_band3_db,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,dB,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,67,Spectral contrast (peak-valley band energy contrast),spectral_contrast_band4_db,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,dB,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,67,Spectral contrast (peak-valley band energy contrast),spectral_contrast_band5_db,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,dB,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,67,Spectral contrast (peak-valley band energy contrast),spectral_contrast_band6_db,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Sustained /a/,NOT ESTABLISHED,dB,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,Deterministic coefficient/band expansion of DOCX FEATURE ID(S) range,
F12,Spectral and cepstral descriptors,71,"Spectral shape descriptors (centroid, spread, skewness, kurtosis, slope, flux, crest, flatness)",spectral_crest,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Bamboo Passage,LIMITED,dimensionless,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F12,Spectral and cepstral descriptors,71,"Spectral shape descriptors (centroid, spread, skewness, kurtosis, slope, flux, crest, flatness)",spectral_flatness,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Bamboo Passage,LIMITED,dimensionless,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F12,Spectral and cepstral descriptors,71,"Spectral shape descriptors (centroid, spread, skewness, kurtosis, slope, flux, crest, flatness)",spectral_flux,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Bamboo Passage,LIMITED,dimensionless,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F12,Spectral and cepstral descriptors,71,"Spectral shape descriptors (centroid, spread, skewness, kurtosis, slope, flux, crest, flatness)",spectral_kurtosis,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Bamboo Passage,LIMITED,dimensionless,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
F12,Spectral and cepstral descriptors,71,"Spectral shape descriptors (centroid, spread, skewness, kurtosis, slope, flux, crest, flatness)",spectral_skew,IMPLEMENTED,True,spectrum,REVIEWED_SEGMENTATION,NONE,recommended: Bamboo Passage,LIMITED,dimensionless,—,Frames,family12-spectral-1.0.0,family12_spectral_48k_v1,,SOURCE_DEFINED_ID,DOCX FEATURE ID(S) exact ID,
